Order_Number,Order_Date,Line_Item_Number,Quantity_Ordered,Price_Each,Sales,Status,Product_Category,Has_MSRP,Product_Code,Deal_Size,Customer_Name,Customer_ID,Customer_Status
10142,2018-08-08,3,125.0,262.69,22385.08,Shipped,Dairy,1,S700_3505,Small,COSTCO,84519,Active
10142,2018-08-08,4,122.0,292.05,25342.03,Shipped,Dairy,1,S700_3962,Medium,COSTCO,84519,Active
10142,2018-08-08,5,158.0,240.65,22378.4,Shipped,Dairy,1,S72_3212,Small,COSTCO,84519,Active
10369,2020-01-20,2,140.0,339.82,30468.25,Shipped,Fresh Produce Vegetables,1,S10_1949,Medium,WALMART,83649,Active
10273,2019-07-21,4,110.0,310.79,23515.27,Shipped,Fresh Produce Vegetables,1,S10_4757,Medium,WALMART,83649,Active
10114,2018-04-01,8,119.0,325.02,24742.9,Shipped,Fresh Produce Vegetables,1,S10_4962,Medium,WALMART,83649,Active
10147,2018-09-05,7,161.0,278.43,31259.46,Shipped,Fresh Produce Vegetables,1,S12_1099,Large,WALMART,83649,Active
10336,2019-11-20,10,130.0,305.44,24133.95,Shipped,Fresh Produce Vegetables,1,S12_1108,Small,WALMART,83649,Active
10336,2019-11-20,11,143.0,273.59,25956.35,Shipped,Fresh Produce Vegetables,1,S12_3148,Medium,WALMART,83649,Active
10147,2018-09-05,5,121.0,289.54,23539.56,Shipped,Fresh Produce Vegetables,1,S12_3380,Medium,WALMART,83649,Active
10336,2019-11-20,1,165.0,314.47,34936.29,Shipped,Fresh Produce Vegetables,1,S12_3891,Medium,WALMART,83649,Active
10147,2018-09-05,8,99.0,263.16,17976.07,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,WALMART,83649,Active
10336,2019-11-20,3,159.0,319.05,32854.24,Shipped,Pork,1,S12_4473,Medium,WALMART,83649,Active
10147,2018-09-05,4,144.0,296.21,29144.46,Shipped,Fresh Produce Vegetables,1,S12_4675,Medium,WALMART,83649,Active
10301,2018-10-05,8,144.0,293.15,25957.59,Shipped,Fresh Produce Vegetables,1,S18_1129,Medium,WALMART,83649,Active
10193,2018-11-21,7,105.0,313.33,22334.85,Shipped,Fresh Produce Fruits,1,S18_1342,Medium,WALMART,83649,Active
10369,2020-01-20,8,128.0,313.33,27110.54,Shipped,Fresh Produce Fruits,1,S18_1342,Large,WALMART,83649,Active
10193,2018-11-21,6,138.0,260.11,25228.0,Shipped,Fresh Produce Fruits,1,S18_1367,Small,WALMART,83649,Active
10369,2020-01-20,7,116.0,260.11,21136.4,Shipped,Fresh Produce Fruits,1,S18_1367,Medium,WALMART,83649,Active
10301,2018-10-05,4,151.0,287.14,25880.71,Shipped,Fresh Produce Vegetables,1,S18_1589,Medium,WALMART,83649,Active
10274,2019-07-21,1,155.0,315.59,29530.34,Shipped,Beef,1,S18_1662,Medium,WALMART,83649,Active
10284,2019-08-21,11,160.0,315.59,30491.31,Shipped,Beef,1,S18_1662,Medium,WALMART,83649,Active
10193,2018-11-21,14,129.0,308.06,26708.83,Shipped,Fresh Produce Fruits,1,S18_1749,Medium,WALMART,83649,Active
10147,2018-09-05,3,145.0,292.78,26050.69,Shipped,Fresh Produce Vegetables,1,S18_1889,Small,WALMART,83649,Active
10301,2018-10-05,7,156.0,322.51,32893.84,Shipped,Fresh Produce Vegetables,1,S18_1984,Large,WALMART,83649,Active
10336,2019-11-20,6,167.0,319.87,34939.66,Shipped,Fresh Produce Vegetables,1,S18_2238,Large,WALMART,83649,Active
10193,2018-11-21,13,145.0,285.49,24644.28,Shipped,Fresh Produce Fruits,1,S18_2248,Small,WALMART,83649,Active
10114,2018-04-01,3,154.0,297.16,30565.9,Shipped,Pork,1,S18_2319,Medium,WALMART,83649,Active
10193,2018-11-21,11,130.0,258.5,23189.18,Shipped,Fresh Produce Fruits,1,S18_2325,Medium,WALMART,83649,Active
10114,2018-04-01,6,153.0,297.2,27830.72,Shipped,Pork,1,S18_2432,Medium,WALMART,83649,Active
10284,2019-08-21,1,114.0,289.57,19967.61,Shipped,Beef,1,S18_2581,Small,WALMART,83649,Active
10193,2018-11-21,8,117.0,337.6,25182.01,Shipped,Fresh Produce Fruits,1,S18_2795,Medium,WALMART,83649,Active
10301,2018-10-05,5,146.0,306.84,26823.55,Shipped,Fresh Produce Vegetables,1,S18_2870,Medium,WALMART,83649,Active
10193,2018-11-21,1,144.0,313.89,27786.37,Shipped,Fresh Produce Fruits,1,S18_2949,Small,WALMART,83649,Active
10369,2020-01-20,1,130.0,313.89,25035.47,Shipped,Fresh Produce Fruits,1,S18_2949,Medium,WALMART,83649,Active
10423,2020-05-30,1,86.0,313.89,16562.57,Shipped,Fresh Produce Fruits,1,S18_2949,Small,WALMART,83649,Active
10193,2018-11-21,3,127.0,239.96,19925.63,Shipped,Fresh Produce Fruits,1,S18_2957,Small,WALMART,83649,Active
10369,2020-01-20,6,138.0,239.96,21651.04,Shipped,Fresh Produce Fruits,1,S18_2957,Small,WALMART,83649,Active
10423,2020-05-30,3,150.0,239.96,23510.08,Shipped,Fresh Produce Fruits,1,S18_2957,Small,WALMART,83649,Active
10273,2019-07-21,2,116.0,253.18,19765.83,Shipped,Dairy,1,S18_3029,Medium,WALMART,83649,Active
10193,2018-11-21,2,131.0,273.79,22134.01,Shipped,Fresh Produce Fruits,1,S18_3136,Small,WALMART,83649,Active
10369,2020-01-20,5,137.0,273.79,23066.42,Shipped,Fresh Produce Fruits,1,S18_3136,Small,WALMART,83649,Active
10423,2020-05-30,2,131.0,273.79,22065.69,Shipped,Fresh Produce Fruits,1,S18_3136,Small,WALMART,83649,Active
10221,2019-02-18,3,122.0,307.56,22821.81,Shipped,Fresh Produce Fruits,1,S18_3140,Medium,WALMART,83649,Active
10273,2019-07-21,13,145.0,307.56,27162.46,Shipped,Fresh Produce Fruits,1,S18_3140,Medium,WALMART,83649,Active
10336,2019-11-20,12,139.0,307.56,26082.54,Shipped,Fresh Produce Fruits,1,S18_3140,Medium,WALMART,83649,Active
10114,2018-04-01,4,165.0,326.89,33424.85,Shipped,Fresh Produce Vegetables,1,S18_3232,Large,WALMART,83649,Active
10301,2018-10-05,9,135.0,326.89,27290.99,Shipped,Fresh Produce Vegetables,1,S18_3232,Medium,WALMART,83649,Active
10221,2019-02-18,5,109.0,280.04,18742.14,Shipped,Bread,1,S18_3259,Small,WALMART,83649,Active
10273,2019-07-21,15,126.0,280.04,21521.79,Shipped,Bread,1,S18_3259,Medium,WALMART,83649,Active
10336,2019-11-20,7,117.0,280.04,19972.95,Shipped,Bread,1,S18_3259,Small,WALMART,83649,Active
10147,2018-09-05,10,136.0,262.07,22367.5,Shipped,Fresh Produce Vegetables,1,S18_3278,Medium,WALMART,83649,Active
10265,2019-07-02,2,142.0,262.07,23455.53,Shipped,Fresh Produce Vegetables,1,S18_3278,Medium,WALMART,83649,Active
10193,2018-11-21,5,145.0,294.48,29749.84,Shipped,Fresh Produce Fruits,1,S18_3320,Small,WALMART,83649,Active
10193,2018-11-21,5,144.0,294.48,29570.54,Shipped,Fresh Produce Fruits,1,S18_3320,Small,WALMART,83649,Active
10369,2020-01-20,4,166.0,294.48,34063.36,Shipped,Fresh Produce Fruits,1,S18_3320,Medium,WALMART,83649,Active
10423,2020-05-30,5,122.0,294.48,25001.71,Shipped,Fresh Produce Fruits,1,S18_3320,Small,WALMART,83649,Active
10147,2018-09-05,9,142.0,293.09,29668.35,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,WALMART,83649,Active
10265,2019-07-02,1,170.0,293.09,35412.95,Shipped,Fresh Produce Vegetables,1,S18_3482,Large,WALMART,83649,Active
10301,2018-10-05,6,140.0,272.35,25238.96,Shipped,Fresh Produce Vegetables,1,S18_3685,Medium,WALMART,83649,Active
10286,2019-08-28,1,134.0,292.59,24999.9,Shipped,Poultry,1,S18_3782,Small,WALMART,83649,Active
10273,2019-07-21,1,128.0,301.53,24632.43,Shipped,Fresh Produce Fruits,1,S18_3856,Medium,WALMART,83649,Active
10415,2020-05-09,5,170.0,301.53,32661.03,Shipped,Fresh Produce Fruits,1,S18_3856,Medium,WALMART,83649,Active
10193,2018-11-21,15,141.0,313.27,27580.88,Shipped,Fresh Produce Fruits,1,S18_4409,Small,WALMART,83649,Active
10221,2019-02-18,2,139.0,258.06,24382.18,Shipped,Fresh Produce Fruits,1,S18_4522,Medium,WALMART,83649,Active
10273,2019-07-21,12,119.0,258.06,20878.62,Shipped,Fresh Produce Fruits,1,S18_4522,Small,WALMART,83649,Active
10114,2018-04-01,9,152.0,344.53,33799.62,Shipped,Pork,1,S18_4600,Medium,WALMART,83649,Active
10193,2018-11-21,16,135.0,274.32,25839.27,Shipped,Fresh Produce Vegetables,1,S18_4933,Small,WALMART,83649,Active
10301,2018-10-05,1,127.0,235.47,19760.6,Shipped,Fresh Produce Vegetables,1,S24_1046,Small,WALMART,83649,Active
10336,2019-11-20,4,138.0,256.3,19121.2,Shipped,Fresh Produce Vegetables,1,S24_1444,Medium,WALMART,83649,Active
10301,2018-10-05,3,102.0,248.24,13157.04,Shipped,Fresh Produce Vegetables,1,S24_1628,Small,WALMART,83649,Active
10284,2019-08-21,3,143.0,254.16,23576.65,Shipped,Beef,1,S24_1785,Small,WALMART,83649,Active
10193,2018-11-21,10,112.0,215.72,15643.25,Shipped,Fresh Produce Fruits,1,S24_1937,Small,WALMART,83649,Active
10221,2019-02-18,1,130.0,339.28,28659.32,Shipped,Dairy,1,S24_2011,Medium,WALMART,83649,Active
10273,2019-07-21,11,119.0,339.28,26128.26,Shipped,Dairy,1,S24_2011,Small,WALMART,83649,Active
10193,2018-11-21,9,110.0,239.33,15231.4,Shipped,Fresh Produce Fruits,1,S24_2022,Small,WALMART,83649,Active
10114,2018-04-01,5,116.0,332.57,24871.5,Shipped,Pork,1,S24_2300,Small,WALMART,83649,Active
10114,2018-04-01,1,128.0,230.74,18571.9,Shipped,Fresh Produce Vegetables,1,S24_2840,Small,WALMART,83649,Active
10274,2019-07-21,2,150.0,243.64,24497.37,Shipped,Beef,1,S24_2841,Small,WALMART,83649,Active
10284,2019-08-21,12,135.0,243.64,22101.13,Shipped,Beef,1,S24_2841,Small,WALMART,83649,Active
10415,2020-05-09,1,131.0,243.64,21391.6,Shipped,Beef,1,S24_2841,Small,WALMART,83649,Active
10147,2018-09-05,1,112.0,207.0,14328.33,Shipped,Fresh Produce Vegetables,1,S24_2972,Small,WALMART,83649,Active
10301,2018-10-05,10,149.0,207.0,19142.75,Shipped,Fresh Produce Vegetables,1,S24_2972,Small,WALMART,83649,Active
10273,2019-07-21,6,139.0,299.08,28083.72,Shipped,Fresh Produce Fruits,1,S24_3151,Small,WALMART,83649,Active
10147,2018-09-05,6,133.0,244.47,18777.81,Shipped,Fresh Produce Vegetables,1,S24_3371,Small,WALMART,83649,Active
10274,2019-07-21,3,112.0,261.2,18793.94,Shipped,Fresh Produce Fruits,1,S24_3420,Small,WALMART,83649,Active
10284,2019-08-21,13,117.0,261.2,19642.79,Shipped,Fresh Produce Fruits,1,S24_3420,Small,WALMART,83649,Active
10415,2020-05-09,2,104.0,261.2,17546.66,Shipped,Fresh Produce Fruits,1,S24_3420,Small,WALMART,83649,Active
10301,2018-10-05,2,107.0,308.98,22243.68,Shipped,Fresh Produce Vegetables,1,S24_3432,Small,WALMART,83649,Active
10273,2019-07-21,3,143.0,318.65,28459.33,Shipped,Fresh Produce Fruits,1,S24_3816,Medium,WALMART,83649,Active
10147,2018-09-05,2,99.0,272.35,17792.75,Shipped,Fresh Produce Vegetables,1,S24_3856,Small,WALMART,83649,Active
10301,2018-10-05,11,163.0,272.35,29212.95,Shipped,Fresh Produce Vegetables,1,S24_3856,Large,WALMART,83649,Active
10284,2019-08-21,10,140.0,247.51,20512.73,Shipped,Beef,1,S24_3949,Small,WALMART,83649,Active
10193,2018-11-21,12,126.0,244.29,15159.86,Shipped,Fresh Produce Fruits,1,S24_3969,Small,WALMART,83649,Active
10336,2019-11-20,5,133.0,324.29,28258.05,Shipped,Fresh Produce Vegetables,1,S24_4048,Medium,WALMART,83649,Active
10193,2018-11-21,4,144.0,306.58,27090.56,Shipped,Fresh Produce Fruits,1,S24_4258,Small,WALMART,83649,Active
10369,2020-01-20,3,129.0,306.58,24331.46,Shipped,Fresh Produce Fruits,1,S24_4258,Medium,WALMART,83649,Active
10423,2020-05-30,4,147.0,306.58,27670.14,Shipped,Fresh Produce Fruits,1,S24_4258,Small,WALMART,83649,Active
10284,2019-08-21,2,141.0,267.62,25979.16,Shipped,Beef,1,S24_4278,Small,WALMART,83649,Active
10147,2018-09-05,11,150.0,287.79,30823.85,Shipped,Fresh Produce Vegetables,1,S24_4620,Small,WALMART,83649,Active
10114,2018-04-01,7,122.0,281.17,22041.74,Shipped,Pork,1,S32_1268,Medium,WALMART,83649,Active
10114,2018-04-01,2,121.0,246.02,20417.12,Shipped,Pork,1,S32_2509,Small,WALMART,83649,Active
10336,2019-11-20,9,113.0,272.35,20100.9,Shipped,Bread,1,S32_3207,Small,WALMART,83649,Active
10284,2019-08-21,4,130.0,287.44,24858.62,Shipped,Fresh Produce Fruits,1,S32_4289,Medium,WALMART,83649,Active
10284,2019-08-21,5,140.0,264.34,22244.54,Shipped,Fresh Produce Fruits,1,S50_1341,Small,WALMART,83649,Active
10336,2019-11-20,8,110.0,339.7,23804.69,Shipped,Pork,1,S50_1392,Medium,WALMART,83649,Active
10273,2019-07-21,7,132.0,247.13,19448.95,Shipped,Dairy,1,S700_1138,Small,WALMART,83649,Active
10284,2019-08-21,6,122.0,332.89,25881.65,Shipped,Beef,1,S700_1691,Small,WALMART,83649,Active
10221,2019-02-18,4,106.0,272.84,20891.55,Shipped,Dairy,1,S700_1938,Small,WALMART,83649,Active
10273,2019-07-21,14,139.0,272.84,27381.5,Shipped,Dairy,1,S700_1938,Small,WALMART,83649,Active
10274,2019-07-21,5,114.0,261.46,19713.6,Shipped,Dairy,1,S700_2047,Small,WALMART,83649,Active
10415,2020-05-09,4,139.0,261.46,24022.37,Shipped,Dairy,1,S700_2047,Medium,WALMART,83649,Active
10284,2019-08-21,8,132.0,266.05,24690.52,Shipped,Beef,1,S700_2466,Medium,WALMART,83649,Active
10273,2019-07-21,5,133.0,251.11,21979.85,Shipped,Dairy,1,S700_2610,Small,WALMART,83649,Active
10114,2018-04-01,10,149.0,315.53,31922.25,Shipped,Fresh Produce Vegetables,1,S700_2824,Medium,WALMART,83649,Active
10336,2019-11-20,2,155.0,315.53,33236.49,Shipped,Fresh Produce Vegetables,1,S700_2824,Large,WALMART,83649,Active
10284,2019-08-21,7,134.0,292.04,24543.3,Shipped,Beef,1,S700_3167,Small,WALMART,83649,Active
10273,2019-07-21,8,135.0,262.69,24290.88,Shipped,Dairy,1,S700_3505,Medium,WALMART,83649,Active
10273,2019-07-21,9,151.0,292.05,31467.53,Shipped,Dairy,1,S700_3962,Small,WALMART,83649,Active
10284,2019-08-21,9,143.0,272.64,26242.3,Shipped,Beef,1,S700_4002,Small,WALMART,83649,Active
10274,2019-07-21,4,110.0,278.68,17956.52,Shipped,Beef,1,S72_1253,Small,WALMART,83649,Active
10415,2020-05-09,3,149.0,278.68,24337.65,Shipped,Beef,1,S72_1253,Small,WALMART,83649,Active
10273,2019-07-21,10,139.0,240.65,19728.81,Shipped,Dairy,1,S72_3212,Small,WALMART,83649,Active
10391,2020-03-09,4,145.0,339.82,31618.51,Shipped,Fresh Produce Vegetables,1,S10_1949,Small,COSTCO,39736,Active
10370,2020-01-20,4,125.0,325.02,25850.52,Shipped,Fresh Produce Vegetables,1,S10_4962,Small,COSTCO,39736,Active
10391,2020-03-09,7,113.0,325.02,23508.43,Shipped,Fresh Produce Vegetables,1,S10_4962,Small,COSTCO,39736,Active
10169,2018-11-04,2,129.0,278.43,24950.87,Shipped,Fresh Produce Vegetables,1,S12_1099,Medium,COSTCO,39736,Active
10370,2020-01-20,8,131.0,318.79,28947.59,Shipped,Pork,1,S12_1666,Large,COSTCO,39736,Active
10391,2020-03-09,9,119.0,318.79,26355.2,Shipped,Pork,1,S12_1666,Small,COSTCO,39736,Active
10169,2018-11-04,13,147.0,319.49,32317.58,Shipped,Poultry,1,S12_2823,Medium,COSTCO,39736,Active
10169,2018-11-04,3,161.0,263.16,29130.2,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,COSTCO,39736,Active
10370,2020-01-20,1,148.0,307.19,30931.8,Shipped,Pork,1,S18_1097,Medium,COSTCO,39736,Active
10391,2020-03-09,10,152.0,307.19,31793.76,Shipped,Pork,1,S18_1097,Small,COSTCO,39736,Active
10148,2018-09-11,13,126.0,293.15,22704.42,Shipped,Fresh Produce Vegetables,1,S18_1129,Small,COSTCO,39736,Active
10391,2020-03-09,2,147.0,313.33,31173.76,Shipped,Fresh Produce Fruits,1,S18_1342,Medium,COSTCO,39736,Active
10391,2020-03-09,3,123.0,260.11,22567.52,Shipped,Fresh Produce Fruits,1,S18_1367,Medium,COSTCO,39736,Active
10148,2018-09-11,9,168.0,287.14,28776.01,Shipped,Fresh Produce Vegetables,1,S18_1589,Medium,COSTCO,39736,Active
10148,2018-09-11,12,118.0,322.51,24766.26,Shipped,Fresh Produce Vegetables,1,S18_1984,Medium,COSTCO,39736,Active
10370,2020-01-20,5,117.0,297.16,23197.01,Shipped,Pork,1,S18_2319,Medium,COSTCO,39736,Active
10370,2020-01-20,7,129.0,297.2,23515.72,Shipped,Pork,1,S18_2432,Small,COSTCO,39736,Active
10391,2020-03-09,5,132.0,297.2,24068.99,Shipped,Pork,1,S18_2432,Small,COSTCO,39736,Active
10148,2018-09-11,10,129.0,306.84,23695.75,Shipped,Fresh Produce Vegetables,1,S18_2870,Medium,COSTCO,39736,Active
10391,2020-03-09,6,112.0,313.89,21614.94,Shipped,Fresh Produce Fruits,1,S18_2949,Small,COSTCO,39736,Active
10148,2018-09-11,14,153.0,326.89,30993.79,Shipped,Fresh Produce Vegetables,1,S18_3232,Medium,COSTCO,39736,Active
10370,2020-01-20,9,133.0,326.89,26797.6,Shipped,Fresh Produce Vegetables,1,S18_3232,Small,COSTCO,39736,Active
10169,2018-11-04,5,151.0,262.07,24895.22,Shipped,Fresh Produce Vegetables,1,S18_3278,Small,COSTCO,39736,Active
10169,2018-11-04,4,133.0,293.09,27783.43,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,COSTCO,39736,Active
10148,2018-09-11,11,116.0,272.35,20803.02,Shipped,Fresh Produce Vegetables,1,S18_3685,Medium,COSTCO,39736,Active
10169,2018-11-04,8,135.0,292.59,25027.35,Shipped,Poultry,1,S18_3782,Small,COSTCO,39736,Active
10148,2018-09-11,1,119.0,313.27,23236.15,Shipped,Fresh Produce Fruits,1,S18_4409,Medium,COSTCO,39736,Active
10370,2020-01-20,6,109.0,344.53,24122.5,Shipped,Pork,1,S18_4600,Small,COSTCO,39736,Active
10370,2020-01-20,2,128.0,230.13,17787.17,Shipped,Fresh Produce Fruits,1,S18_4668,Small,COSTCO,39736,Active
10169,2018-11-04,7,126.0,311.11,24291.46,Shipped,Fresh Produce Vegetables,1,S18_4721,Medium,COSTCO,39736,Active
10148,2018-09-11,2,120.0,274.32,22902.37,Shipped,Fresh Produce Vegetables,1,S18_4933,Small,COSTCO,39736,Active
10148,2018-09-11,6,138.0,235.47,21491.11,Shipped,Fresh Produce Vegetables,1,S24_1046,Small,COSTCO,39736,Active
10148,2018-09-11,8,126.0,248.24,16160.42,Shipped,Fresh Produce Vegetables,1,S24_1628,Small,COSTCO,39736,Active
10391,2020-03-09,8,127.0,215.72,17644.94,Shipped,Fresh Produce Fruits,1,S24_1937,Large,COSTCO,39736,Active
10391,2020-03-09,1,126.0,239.33,17461.76,Shipped,Fresh Produce Fruits,1,S24_2022,Medium,COSTCO,39736,Active
10169,2018-11-04,11,115.0,290.61,20792.72,Shipped,Poultry,1,S24_2360,Small,COSTCO,39736,Active
10148,2018-09-11,4,123.0,284.07,24718.7,Shipped,Fresh Produce Vegetables,1,S24_2766,Small,COSTCO,39736,Active
10148,2018-09-11,3,159.0,281.83,29601.25,Shipped,Fresh Produce Vegetables,1,S24_2887,Medium,COSTCO,39736,Active
10148,2018-09-11,5,108.0,277.0,21204.8,Shipped,Fresh Produce Vegetables,1,S24_3191,Small,COSTCO,39736,Active
10169,2018-11-04,1,157.0,244.47,22272.49,Shipped,Fresh Produce Vegetables,1,S24_3371,Small,COSTCO,39736,Active
10148,2018-09-11,7,113.0,308.98,23395.83,Shipped,Fresh Produce Vegetables,1,S24_3432,Medium,COSTCO,39736,Active
10169,2018-11-04,6,118.0,287.79,24379.68,Shipped,Fresh Produce Vegetables,1,S24_4620,Small,COSTCO,39736,Active
10169,2018-11-04,9,103.0,221.58,14260.69,Shipped,Poultry,1,S32_2206,Small,COSTCO,39736,Active
10370,2020-01-20,3,126.0,246.59,19604.89,Shipped,Pork,1,S32_3522,Medium,COSTCO,39736,Active
10169,2018-11-04,12,113.0,312.01,22191.71,Shipped,Poultry,1,S32_4485,Medium,COSTCO,39736,Active
10169,2018-11-04,10,132.0,274.14,23219.55,Shipped,Poultry,1,S50_4713,Medium,COSTCO,39736,Active
10298,2019-09-27,1,139.0,286.12,25666.32,Shipped,Poultry,1,S10_2016,Medium,WALMART,74259,Active
10123,2018-05-20,2,127.0,287.14,21812.51,Shipped,Fresh Produce Vegetables,1,S18_1589,Medium,WALMART,74259,Active
10298,2019-09-27,2,135.0,259.06,21026.74,Shipped,Poultry,1,S18_2625,Small,WALMART,74259,Active
10123,2018-05-20,3,148.0,306.84,27271.96,Shipped,Fresh Produce Vegetables,1,S18_2870,Medium,WALMART,74259,Active
10123,2018-05-20,4,134.0,272.35,24071.58,Shipped,Fresh Produce Vegetables,1,S18_3685,Medium,WALMART,74259,Active
10123,2018-05-20,1,128.0,248.24,16487.77,Shipped,Fresh Produce Vegetables,1,S24_1628,Small,WALMART,74259,Active
10345,2019-11-25,1,167.0,239.33,23197.96,Shipped,Fresh Produce Fruits,1,S24_2022,Small,WALMART,74259,Active
10105,2018-02-11,2,144.0,310.79,30730.63,Shipped,Fresh Produce Vegetables,1,S10_4757,Large,COSTCO,74530,Active
10238,2019-04-09,3,130.0,278.43,25245.23,Shipped,Fresh Produce Vegetables,1,S12_1099,Medium,COSTCO,74530,Active
10105,2018-02-11,15,122.0,305.44,22572.67,Shipped,Fresh Produce Vegetables,1,S12_1108,Large,COSTCO,74530,Active
10238,2019-04-09,1,124.0,289.54,24157.51,Shipped,Fresh Produce Vegetables,1,S12_3380,Medium,COSTCO,74530,Active
10105,2018-02-11,14,117.0,314.47,24843.55,Shipped,Fresh Produce Vegetables,1,S12_3891,Medium,COSTCO,74530,Active
10238,2019-04-09,4,107.0,263.16,19370.23,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,COSTCO,74530,Active
10406,2020-04-15,3,164.0,293.15,29651.93,Shipped,Fresh Produce Vegetables,1,S18_1129,Large,COSTCO,74530,Active
10256,2019-06-08,2,150.0,313.33,31841.65,Shipped,Fresh Produce Fruits,1,S18_1342,Medium,COSTCO,74530,Active
10256,2019-06-08,1,142.0,260.11,26070.76,Shipped,Fresh Produce Fruits,1,S18_1367,Small,COSTCO,74530,Active
10327,2019-11-10,6,123.0,315.59,23523.1,Shipped,Beef,1,S18_1662,Small,COSTCO,74530,Active
10406,2020-04-15,2,141.0,322.51,29644.25,Shipped,Fresh Produce Vegetables,1,S18_1984,Large,COSTCO,74530,Active
10327,2019-11-10,8,122.0,289.57,21258.87,Shipped,Beef,1,S18_2581,Medium,COSTCO,74530,Active
10327,2019-11-10,5,106.0,253.18,18058.18,Shipped,Dairy,1,S18_3029,Small,COSTCO,74530,Active
10105,2018-02-11,11,115.0,307.56,21434.86,Shipped,Fresh Produce Fruits,1,S18_3140,Medium,COSTCO,74530,Active
10105,2018-02-11,13,154.0,280.04,26323.88,Shipped,Bread,1,S18_3259,Medium,COSTCO,74530,Active
10238,2019-04-09,6,120.0,262.07,19726.32,Shipped,Fresh Produce Vegetables,1,S18_3278,Small,COSTCO,74530,Active
10238,2019-04-09,5,155.0,293.09,32363.66,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,COSTCO,74530,Active
10406,2020-04-15,1,142.0,272.35,25567.66,Shipped,Fresh Produce Vegetables,1,S18_3685,Large,COSTCO,74530,Active
10105,2018-02-11,10,135.0,258.06,23731.86,Shipped,Fresh Produce Fruits,1,S18_4522,Medium,COSTCO,74530,Active
10238,2019-04-09,8,153.0,311.11,29551.04,Shipped,Fresh Produce Vegetables,1,S18_4721,Medium,COSTCO,74530,Active
10105,2018-02-11,9,123.0,339.28,27114.54,Shipped,Dairy,1,S24_2011,Medium,COSTCO,74530,Active
10105,2018-02-11,4,123.0,299.08,24864.68,Shipped,Fresh Produce Fruits,1,S24_3151,Medium,COSTCO,74530,Active
10238,2019-04-09,2,123.0,244.47,17470.48,Shipped,Fresh Produce Vegetables,1,S24_3371,Small,COSTCO,74530,Active
10105,2018-02-11,1,130.0,318.65,26013.61,Shipped,Fresh Produce Fruits,1,S24_3816,Medium,COSTCO,74530,Active
10238,2019-04-09,7,117.0,287.79,24171.31,Shipped,Fresh Produce Vegetables,1,S24_4620,Small,COSTCO,74530,Active
10105,2018-02-11,5,118.0,247.13,17255.27,Shipped,Dairy,1,S700_1138,Small,COSTCO,74530,Active
10105,2018-02-11,12,146.0,272.84,28705.7,Shipped,Dairy,1,S700_1938,Small,COSTCO,74530,Active
10327,2019-11-10,7,106.0,272.84,20922.13,Shipped,Dairy,1,S700_1938,Medium,COSTCO,74530,Active
10105,2018-02-11,3,134.0,251.11,22234.24,Shipped,Dairy,1,S700_2610,Small,COSTCO,74530,Active
10327,2019-11-10,1,128.0,251.11,21199.26,Shipped,Dairy,1,S700_2610,Small,COSTCO,74530,Active
10105,2018-02-11,6,147.0,262.69,26366.01,Shipped,Dairy,1,S700_3505,Medium,COSTCO,74530,Active
10327,2019-11-10,2,123.0,262.69,22124.25,Shipped,Dairy,1,S700_3505,Medium,COSTCO,74530,Active
10105,2018-02-11,7,103.0,292.05,21571.68,Shipped,Dairy,1,S700_3962,Small,COSTCO,74530,Active
10327,2019-11-10,3,139.0,292.05,28893.92,Shipped,Dairy,1,S700_3962,Medium,COSTCO,74530,Active
10105,2018-02-11,8,102.0,240.65,14399.95,Shipped,Dairy,1,S72_3212,Small,COSTCO,74530,Active
10327,2019-11-10,4,150.0,240.65,21201.35,Shipped,Dairy,1,S72_3212,Medium,COSTCO,74530,Active
10143,2018-08-10,15,156.0,310.79,33377.2,Shipped,Fresh Produce Vegetables,1,S10_4757,Medium,COSTCO,73554,Active
10185,2018-11-14,13,105.0,305.44,19570.96,Shipped,Fresh Produce Vegetables,1,S12_1108,Medium,COSTCO,73554,Active
10185,2018-11-14,14,115.0,273.59,20913.08,Shipped,Fresh Produce Vegetables,1,S12_3148,Medium,COSTCO,73554,Active
10185,2018-11-14,12,153.0,314.47,32414.07,Shipped,Fresh Produce Vegetables,1,S12_3891,Large,COSTCO,73554,Active
10365,2020-01-07,1,143.0,293.15,25896.7,Shipped,Fresh Produce Vegetables,1,S18_1129,Small,COSTCO,73554,Active
10143,2018-08-10,7,123.0,315.59,23427.97,Shipped,Beef,1,S18_1662,Medium,COSTCO,73554,Active
10143,2018-08-10,13,142.0,253.18,24293.15,Shipped,Dairy,1,S18_3029,Medium,COSTCO,73554,Active
10185,2018-11-14,9,120.0,307.56,22515.51,Shipped,Fresh Produce Fruits,1,S18_3140,Medium,COSTCO,73554,Active
10185,2018-11-14,11,152.0,280.04,26089.35,Shipped,Bread,1,S18_3259,Medium,COSTCO,73554,Active
10143,2018-08-10,12,129.0,301.53,24808.03,Shipped,Fresh Produce Fruits,1,S18_3856,Medium,COSTCO,73554,Active
